game_id,game_name
939,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File
940,DT Racer
941,Ducati Moto
942,Duel Love: Koisuru Otome wa Shouri no Megami
943,Duel Masters
944,Duel Masters: Kaijudo Showdown
945,Duel Masters: Shadow of the Code
946,Dungeon Explorer: Warriors of Ancient Arts
947,Dungeon Maker II: The Hidden War
948,Dungeon Maker: Hunting Ground
949,Dungeon Siege II
950,Dungeon Siege: Throne of Agony
951,Dungeons & Dragons Tactics
952,Dynasty Warriors
953,Dynasty Warriors 4 Empires
954,Dynasty Warriors 5
955,Dynasty Warriors 5 Empires
956,Dynasty Warriors 5: Xtreme Legends
957,Dynasty Warriors 6
958,Dynasty Warriors 6 (JP sales)
959,Dynasty Warriors Advance
960,Dynasty Warriors DS: Fighter's Battle
961,Dynasty Warriors Gundam
962,Dynasty Warriors Vol. 2
963,Dynasty Warriors Vol. 2 (JP sales)
964,Dynasty Warriors: Gundam
965,Dynasty Warriors: Gundam 2
966,EA Playground
967,EA Replay
968,Earth Defense Force 2017
969,Earth Defense Force 2017 (old JP sales)
970,Echo Night Beyond
971,echochrome
972,Eco Creatures: Save The Forest
973,"Ed, Edd n Eddy: The Mis-Edventures"
974,Eiken DS
975,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable
976,El Tigre: The Adventures of Manny Rivera
977,Elebits
978,Elebits: The Adventures of Kai and Zero
979,Electroplankton
980,"Element Girl: Love, Fashion and Friends"
981,Elements of Destruction
982,Elf Bowling 1 & 2
983,Elf: The Movie
984,Elite Beat Agents
985,Elvandia Story
986,Emblem of Gundam
987,Emergency Heroes
988,Emergency Mayhem
989,Emma at the Farm
990,Empire Earth II
991,Empire Earth III
992,Enchanted Arms
993,Enchanted Arms (JP sales)
994,Endless Ocean
995,Enemy Territory: Quake Wars
996,Ener-G Horse Riders
997,Ener-G: Dance Squad
998,Ener-G: Gym Rockets
999,English Training: Have Fun Improving Your Skills!
1000,Ennichi no Tatsujin
1001,Enthusia Professional Racing
1002,Eragon
1003,ESA Foundation Compilation
1004,Escape from Bug Island
1005,ESPN College Hoops 2K5
1006,ESPN MLB Baseball
1007,ESPN NBA 2K5
1008,ESPN NFL 2K5
1009,ESPN NHL 2K5
1010,Eternal Poison
1011,Eternal Poison (JP sales)
1012,Eternal Sonata
1013,Etrian Odyssey
1014,Etrian Odyssey II: Heroes of Lagaard
1015,Eureka Seven Vol. 2: The New Vision
1016,Euro Truck Simulator
1017,Europa Universalis III Complete
1018,everGirl
1019,Every Extend Extra
1020,Evil Dead: Regeneration
1021,Evil Genius
1022,Excite Truck
1023,Exhibition Volume 5
1024,Exhibition Volume 6
1025,Exit
1026,Exit DS
1027,EyeCreate
1028,Eyeshield 21: DevilBats DevilDays
1029,Eyeshield 21: Field Saikyou no Senshi Tachi
1030,Eyeshield 21: Max Devil Power
1031,Eyeshield 21: Portable Edition
1032,EyeToy Play 2
1033,EyeToy: AntiGrav
1034,EyeToy: Kinetic
1035,EyeToy: Operation Spy
1036,F.E.A.R.
1037,F.E.A.R. Files
1038,F.E.A.R. Perseus Mandate
1039,F/A-18F Super Hornet
1040,Fab 5 Soccer
1041,Fable
1042,Fable II
1043,Fable: The Lost Chapters
1044,Face Training
1045,FaceBreaker
1046,FaceBreaker K.O. Party
1047,Fading Shadows
1048,Falcon 4.0: Allied Force
1049,Fallout 3
1050,Fallout Trilogy
1051,Fallout: Brotherhood of Steel
1052,Famicom Mini: Adventure Island
1053,Famicom Mini: Balloon Fight
1054,Famicom Mini: Clu Clu Land
1055,Famicom Mini: Dig Dug
1056,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen
1057,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen
1058,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen
1059,Famicom Mini: Ganbare Goemon! Karakuri Douchuu
1060,Famicom Mini: Hikari Shinwa: Palutena no Kagami
1061,Famicom Mini: Makaimura
1062,Famicom Mini: Mappy
1063,Famicom Mini: Mario Bros.
1064,Famicom Mini: Nazo no Murasame-Jou
1065,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars
1066,Famicom Mini: Star Soldier
1067,Famicom Mini: Super Mario Bros. 2
1068,Famicom Mini: TwinBee
1069,Famicom Mini: Wrecking Crew
1070,Family Fest Presents Circus Games
1071,Family Fest presents: Movie Games
1072,Family Guy
1073,Family Jockey
1074,Family Party: 30 Great Games
1075,Fantastic 4
1076,Fantastic 4: Flame On
1077,Fantastic Four: Rise of the Silver Surfer
1078,Fantasy Aquarium by DS
1079,Far Cry
1080,Far Cry 2
1081,Far Cry Instincts
1082,Far Cry Instincts Evolution
1083,Far Cry Instincts Predator
1084,Far Cry Vengeance
1085,Far East of Eden II: Manji Maru
1086,Farm Frenzy
1087,Fashionable Puppy: Oshare na Koinu DS
1088,Fatal Frame II: Crimson Butterfly Director's Cut
1089,Fatal Frame III: The Tormented
1090,Fatal Fury: Battle Archives Volume 1
1091,Fatal Fury: Battle Archives Volume 1 (JP sales)
1092,Fatal Fury: Battle Archives Volume 2
1093,Fatal Fury: Battle Archives Volume 2 (JP sales)
1094,Fatal Inertia
1095,Fate/Stay Night [RÃ©alta Nua]
1096,Fate/Tiger Colosseum
1097,Fate/Tiger Colosseum Upper
1098,Fate/Unlimited Codes
1099,Fear Factor: Unleashed
1100,Feel the Magic XY/XX
1101,Ferrari Challenge Trofeo Pirelli
1102,Festa!! Hyper Girls Party
1103,Field Commander
1104,FIFA 06 Soccer
1105,FIFA 06: Road to FIFA World Cup
1106,FIFA Soccer
1107,FIFA Soccer 06
1108,FIFA Soccer 07
1109,FIFA Soccer 08
1110,FIFA Soccer 09
1111,FIFA Soccer 09 All-Play
1112,FIFA Soccer 2005
1113,FIFA Street
1114,FIFA Street 2
1115,FIFA Street 3
1116,FIFA World Cup Germany 2006
1117,FIFA World Cup: Germany 2006
1118,Fight Club
1119,Fight Night 2004
1120,Fight Night Round 2
1121,Fight Night Round 2004
1122,Fight Night Round 3
1123,Final Approach 2: 1st Priority
1124,Final Fantasy Anniversary Edition
1125,Final Fantasy Crystal Chronicles: Ring of Fates
1126,Final Fantasy Fables: Chocobo Tales
1127,Final Fantasy Fables: Chocobo's Dungeon
1128,Final Fantasy I & II: Dawn of Souls
1129,Final Fantasy II Anniversary Edition
1130,Final Fantasy III
1131,Final Fantasy IV
1132,Final Fantasy IV Advance
1133,Final Fantasy Tactics A2: Grimoire of the Rift
1134,Final Fantasy Tactics: The War of the Lions
1135,Final Fantasy V Advance
1136,Final Fantasy VI Advance
1137,Final Fantasy X International
1138,Final Fantasy X-2: International + Last Mission
1139,Final Fantasy XI
1140,Final Fantasy XI: All-In-One Pack 2006
1141,Final Fantasy XI: Chains of Promathia
1142,Final Fantasy XI: Treasures of Aht Urhgan
1143,Final Fantasy XI: Vana'diel Collection 2008
1144,Final Fantasy XI: Wings of the Goddess
1145,Final Fantasy XII
1146,Final Fantasy XII International Zodiac Job System
1147,Final Fantasy XII: Revenant Wings
1148,Final Fight: Streetwise
1149,Finding Nemo: Escape to the Big Blue
1150,Finding Nemo: The Continuing Adventures
1151,Finny the Fish & the Seven Waters
1152,Fire Emblem: Path of Radiance
1153,Fire Emblem: Radiant Dawn
1154,Fire Emblem: Shadow Dragon
1155,Fire Emblem: The Sacred Stones
1156,Fire Pro Wrestling Returns
1157,Firefighter F.D.18
1158,Fish Tycoon
1159,Fishing Master
1160,Fishing Master (jp sales)
1161,Flash Focus: Vision Training in Minutes a Day
1162,FlatOut
1163,FlatOut 2
1164,FlatOut: Head On
1165,FlatOut: Ultimate Carnage
1166,Flight Control Rocket
1167,Flipper Critters
1168,Flow: Urban Dance Uprising
1169,"Flower, Sun, and Rain"
1170,Flushed Away
1171,Folklore
1172,Football Director DS
1173,Football Manager 2005
1174,Football Manager Handheld 2008
1175,Football Manager Handheld 2009
1176,Forbidden Siren 2
1177,Ford Bold Moves Street Racing
1178,Ford Mustang: The Legend Lives
1179,Ford Racing 3
1180,Ford Racing Off Road
1181,Ford vs. Chevy
1182,Forgotten Realms: Demon Stone
1183,Formula 1 06
1184,Formula 1: Championship Edition
1185,Forza Motorsport
1186,Forza Motorsport 2
1187,Fossil Fighters
1188,Fossil Fighters (JP sales)
1189,Foster's Home for Imaginary Friends: Imagination Invaders
1190,Fracture
1191,Franklin the Turtle
1192,Franklin: A Birthday Surprise
1193,Franklin's Great Adventures
1194,Frantix
1195,Freddi Fish: ABC under the sea
1196,Freddi Fish: Kelp Seed Mystery
1197,Freedom Wings
1198,Freshly-Picked: Tingle's Rosy Rupeeland
1199,Friends: The One with All the Trivia
1200,Frisbee Disc Freestyle / Frisbee Disc Golf
1201,Frogger: Ancient Shadow
1202,Frogger: Helmet Chaos
1203,From Russia With Love
1204,From The Abyss
1205,Front Mission
1206,Front Mission 2089: Border of Madness
1207,Front Mission 5: Scars of the War
1208,Frontlines: Fuel of War
1209,Full Auto
1210,Full Auto 2: Battlelines
1211,Full House Kiss 2
1212,Full Spectrum Warrior
1213,Full Spectrum Warrior: Ten Hammers
1214,Fullmetal Alchemist 2: Curse of the Crimson Elixir
1215,Fullmetal Alchemist: Dual Sympathy
1216,Fullmetal Alchemist: Trading Card Game
1217,Furu Furu Park
1218,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore
1219,Future Tactics: The Uprising
1220,futureU: The Prep Game for SAT
1221,Fuzion Frenzy 2
1222,G1 Jockey 4 2007
1223,G1 Jockey 4 2008
1224,G1 Jockey Wii
1225,Gakken DS: Shin TOEIC Test Kanzen Kouryaku
1226,Gakuen Alice: WakuWaku * Happy Friends
1227,Galactic Wrestling: Featuring Ultimate Muscle
1228,Galaxy Angel II: Mugen Kairou no Kagi
1229,Galaxy Angel II: Zettairyouiki no Tobira
1230,Galileo
1231,Galleon: Islands of Mystery
1232,Gallop & Ride!
1233,Gallop Racer 2004
1234,Gallop Racer 2006
1235,Gallop Racer Inbreed
1236,Game Party
1237,Game Party 2
1238,Games Explosion!
1239,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki
1240,Ganbaru Watashi no Kakei Diary
1241,Gangs of London
1242,Garfield: A Tale of Two Kitties
1243,Garfield: Lasagna World Tour
1244,Garfield's Fun Fest
1245,Garfield's Nightmare
1246,Gauntlet / Rampart
1247,Gauntlet: Seven Sorrows
1248,Gears of War
1249,Gears of War 2
1250,Gegege no Kitarou: Youkai Daigekisen
1251,Geist
1252,Generation of Chaos
1253,Genji: Dawn of the Samurai
1254,Genji: Days of the Blade
1255,Gensou Suikoden I & II
1256,Geometry Wars: Galaxies
1257,George of the Jungle and the Search for the Secret
1258,Get On Da Mic
1259,Ghost in the Shell: Stand Alone Complex
1260,Ghost Rider
1261,Ghost Squad
1262,Gift: Prism
1263,Gintama DS: Yorozuya Daisoudou
1264,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari
1265,Gintama: Banji Oku Chuubu!
1266,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki
1267,Gitaroo Man Lives!
1268,Global Defence Force
1269,Glory Days 2
1270,Glory of Heracles
1271,Go Diego Go! Great Dinosaur Rescue
1272,Go Diego Go! Safari Rescue
1273,Go Diego Go!: Safari Rescue
1274,Go! Sudoku
1275,Go! Sudoku (JP sales)
1276,"Go, Diego, Go! Safari Rescue"
1277,"Go, Diego, Go!: Great Dinosaur Rescue"
1278,God Hand
1279,God of War
1280,God of War II
1281,God of War: Chains of Olympus
1282,Godzilla Unleashed
1283,Godzilla Unleashed: Double Smash
1284,Godzilla: Save the Earth
1285,Goku Makaimura Kai
1286,Golden Axe: Beast Rider
1287,Golden Nugget Casino
1288,Golden Nugget Casino / Texas Hold 'Em Double Pack
1289,Golden Nugget Casino DS
1290,GoldenEye: Rogue Agent
1291,Gold's Gym: Cardio Workout
1292,Gold's Gym: Cardio Workout (Others sales)
1293,Goosebumps HorrorLand
1294,GoPets: Vacation Island
1295,Gothic 3
1296,Gothic Universe
1297,Gotouchi Kenkei DS
1298,Gourmet Chef: Cook Your Way to Fame
1299,Gradius Collection
1300,Gradius V
1301,Graffiti Kingdom
1302,Gran Turismo 4
1303,Gran Turismo 5 Prologue
1304,Grand Theft Auto
1305,Grand Theft Auto IV
1306,Grand Theft Auto: Liberty City Stories
1307,Grand Theft Auto: San Andreas
1308,Grand Theft Auto: Vice City Stories
1309,Grandia III
1310,Greg Hastings' Tournament Paintball
1311,Greg Hastings' Tournament Paintball Max'd
1312,Gretzky NHL
1313,Gretzky NHL 06
1314,Gretzky NHL 2005
1315,GRID
1316,GrimGrimoire
1317,GripShift
1318,Growlanser VI: Precarious World
1319,Growlanser: Heritage of War
1320,Growlanser: Heritage of War (jp sales)
1321,GT Legends
1322,GT Pro Series
1323,GTR Evolution
1324,Guess the Logos
1325,Guild Wars
1326,Guild Wars Trilogy
1327,Guild Wars: Factions
1328,Guild Wars: Nightfall
1329,Guilty Gear Dust Strikers
1330,Guilty Gear Isuka
1331,Guilty Gear Judgment
1332,Guilty Gear X2 #Reload
1333,Guilty Gear XX Accent Core
1334,Guilty Gear XX Accent Core Plus
1335,Guilty Gear XX Slash
1336,Guinness World Records: The Videogame
1337,Guitar Freaks & DrumMania: Masterpiece Gold
1338,Guitar Freaks V & DrumMania V
1339,Guitar Freaks V2 & DrumMania V2
1340,Guitar Freaks V3 & DrumMania V3
1341,Guitar Hero
1342,Guitar Hero Encore: Rocks The 80s
1343,Guitar Hero II
1344,Guitar Hero III: Legends of Rock
1345,Guitar Hero: Aerosmith
1346,Guitar Hero: On Tour
1347,Guitar Hero: On Tour Decades
1348,Guitar Hero: World Tour
1349,Guitar Rock Tour
1350,Gumby vs. the Astrobots
1351,Gun
1352,Gun Showdown
1353,Gundam Battle Chronicle
1354,Gundam Battle Royale
1355,Gundam Battle Tactics
1356,Gundam Battle Universe
1357,Gundam Seed: Battle Assault
1358,Gundam SEED: Federation vs. Z.A.F.T.
1359,Gungrave: Overdose
1360,GunGriffon: Allied Strike
1361,GunParade Orchestra: Ao no Shou
1362,GunParade Orchestra: Midori no Shou
1363,GunParade Orchestra: Shiro no Shou
1364,GunPey
1365,GunPey DS
1366,Gunstar Super Heroes
1367,Gyakuten Saiban 3
1368,H2O+: Footprints in the Sand
1369,Hail to the Chimp
1370,Hajime no Ippo Portable: Victorious Spirits
1371,Hakuouki
1372,Half-Life 2
1373,Halo 2
1374,Halo 2 Multiplayer Map Pack
1375,Halo 3
1376,Halo Triple Pack
1377,Hammerin' Hero
1378,Hamster Heroes
1379,Hamsterz Life
1380,Hamtaro: Ham-Ham Games
1381,Hanayori Danshi: Koi Seyo Onago
1382,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru
1383,Haneru no Tobira Wii: Girigirissu
1384,Hannah Montana
1385,Hannah Montana: Music Jam
1386,Hannah Montana: Spotlight World Tour
1387,Hannspree Ten Kate Honda: SBK Superbike World Championship
1388,Happiness! De-Lucks
1389,Happy Cooking
1390,Happy Dance Collection
1391,Happy Feet
1392,Hard Rock Casino
1393,Harlem Globetrotters: World Tour
1394,Harry Potter and the Goblet of Fire
1395,Harry Potter and the Order of the Phoenix
1396,Harry Potter and the Prisoner of Azkaban
1397,Harry Potter Collection
1398,Harukanaru Toki no Naka de 3
1399,Harukanaru Toki no Naka de 4
1400,Harukanaru Toki no Naka de: Maihitoyo
1401,Harukanaru Toki no Naka de: Yumenoukihashi
1402,Harvest Moon DS (jp sales)
1403,Harvest Moon DS (US sales)
1404,Harvest Moon DS Cute (jp sales)
1405,Harvest Moon DS Cute (US sales)
1406,Harvest Moon DS: Island of Happiness
1407,Harvest Moon: A Wonderful Life Special Edition
1408,Harvest Moon: Animal Parade
1409,Harvest Moon: Another Wonderful Life
1410,Harvest Moon: Boy & Girl
1411,Harvest Moon: Grand Bazaar
1412,Harvest Moon: Magical Melody
1413,Harvest Moon: Sunshine Islands
1414,Harvest Moon: Tree of Tranquility
1415,Harvey Birdman: Attorney at Law
1416,Hasbro Family Game Night
1417,Haunting Ground
1418,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen
1419,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen
1420,Haze
1421,Headhunter: Redemption
1422,Heart no Kuni no Alice
1423,Heatseeker
1424,Heavenly Guardian
1425,Heavenly Sword
1426,Heisei Kyouiku linkai DS
1427,Hellboy: The Science of Evil
1428,Hellgate: London
1429,Hello Kitty Daily
1430,Hello Kitty Party
1431,Hello Kitty: Big City Dreams
1432,Hello Kitty: Happy Party Pals
1433,Hello Kitty: Roller Rescue
1434,Hell's Kitchen: The Game
1435,Help Wanted: 50 Wacky Jobs
1436,Help Wanted: 50 Wacky Jobs (jp sales)
1437,Herbie: Fully Loaded
1438,Heroes of Mana
1439,Heroes of Might and Magic V
1440,Heroes of the Pacific
1441,Hero's Saga Laevatein Tactics
1442,Hi Hi Puffy AmiYumi: Kaznapped
1443,Hi Hi Puffy AmiYumi: The Genie & the Amp
1444,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge"
1445,High Rollers Casino
1446,High School Musical 2: Work This Out!
1447,High School Musical 3: Senior Year
1448,High School Musical 3: Senior Year DANCE!
1449,High School Musical: Makin' the Cut!
1450,High School Musical: Sing It!
1451,Higurashi Daybreak Portable
1452,Higurashi no Naku Koro ni Matsuri
1453,Higurashi no Naku Koro ni Matsuri: Kakera Asobi
1454,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari
1455,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou
1456,Hiiro no Kakera 2: Hisui no Shizuku
1457,Hiiro no Kakera 3: Aoikuro no Kusabi
1458,Hiiro no Kakera DS
1459,Hiiro no Kakera Portable
1460,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni"
1461,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi"
1462,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki
1463,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion
1464,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni"
1465,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi"
1466,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki
1467,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion
1468,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock
1469,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi
1470,History Civil War: Secret Missions
1471,Hitman Trilogy
1472,Hitman: Blood Money
1473,Hitman: Contracts
1474,Hokuto no Ken
1475,Hokuto no Ken: Hokuto Shinken Denshousha no Michi
1476,Holly Hobbie & Friends
1477,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?"
1478,Homie Rollerz
1479,Honeycomb Beat
1480,Hooked! Real Motion Fishing
1481,Horse Life
1482,Horse Life Adventures
1483,Horsez
1484,Hoshigami: Ruining Blue Earth Remix
1485,Hoshizora no Comic Garden
1486,Hospital Tycoon
1487,Hot Pixel
1488,Hot Shots Golf: Open Tee
1489,Hot Shots Golf: Open Tee 2
1490,Hot Shots Golf: Out of Bounds
1491,Hot Shots Tennis
1492,Hot Wheels Ultimate Racing
1493,Hot Wheels: Beat That!
1494,Hot Wheels: Stunt Track Challenge
1495,Hot Wheels: Stunt Track Challenge / World Race
1496,HotBrain
1497,Hotel Dusk: Room 215
1498,Hotel for Dogs
1499,Hotel Giant 2
1500,Hotel Giant DS
1501,Houkago Shounen
1502,Hour of Victory
1503,Hummer Badlands
1504,I Love Horses
1505,I Spy: Fun House
1506,Ice Age 2: The Meltdown
1507,Idol Janshi Suchie-Pai IV
1508,Igor: The Game
1509,IHRA Drag Racing: Sportsman Edition
1510,IHRA Professional Drag Racing 2005
1511,Ikki Tousen: Eloquent Fist
1512,Ikki Tousen: Shining Dragon
1513,IL-2 Sturmovik: 1946
1514,Imabikisou
1515,Imagine Figure Skater (JP sales)
1516,Imagine: Animal Doctor
1517,Imagine: Babysitters
1518,Imagine: Babyz
1519,Imagine: Ballet Star
1520,Imagine: Fashion Designer
1521,Imagine: Fashion Designer New York
1522,Imagine: Figure Skater (US sales)
1523,Imagine: Gymnast
1524,Imagine: Ice Champions
1525,Imagine: Interior Designer
1526,Imagine: Master Chef
1527,Imagine: Movie Star
1528,Imagine: Party Babyz
1529,Imagine: Rock Star
1530,Imagine: Teacher
1531,Imagine: Wedding Designer
1532,Imperial Glory
1533,Imperium Romanum
1534,Import Tuner Challenge (American sales)
1535,Impossible Mission
1536,In The Groove
1537,Inazuma Eleven
1538,Indianapolis 500 Legends
1539,Indigo Prophecy
1540,Indycar Series 2005
1541,Infected
1542,Infinite Undiscovery
1543,Initial D: Extreme Stage
1544,Initial D: Street Stage
1545,Innocent Life: A Futuristic Harvest Moon
1546,Insecticide
1547,Intellivision Lives!
1548,Interactive Storybook DS Series 1
1549,Interactive Storybook DS Series 3
1550,InuYasha: Feudal Combat
1551,InuYasha: Secret of the Divine Jewel
1552,InuYasha: The Secret of the Cursed Mask
1553,Iridium Runners
1554,Iron Chef America: Supreme Cuisine
1555,Iron Man
1556,Iron Phoenix
1557,Itadaki Street DS
1558,Izumo 2
1559,Izuna 2: The Unemployed Ninja Returns
1560,Jack Keane
1561,Jackass the Game
1562,Jackass the Game DS
1563,Jade Empire
1564,Jak 3
1565,Jak X: Combat Racing
1566,Jake Hunter Detective Story: Memories of the Past
1567,Jake Hunter: Detective Chronicles
1568,Jake Power: Fireman
1569,Jake Power: Handyman
1570,Jake Power: Policeman
1571,Jam Sessions: Sing and Play Guitar (jp sales)
1572,Jam Sessions: Sing and Play Guitar (US sales)
1573,Jam With the Band
1574,James Bond 007: Everything or Nothing
1575,James Pond: Codename Robocod
1576,Jampack Volume 11
1577,Jampack Volume 12
1578,Jampack Volume 13 (RP-M)
1579,Jampack Volume 13 (RP-T)
1580,Jampack Volume 14 (RP-T)
1581,Jan Sangoku Musou
1582,Jaws Unleashed
1583,Jeanne d'Arc
1584,Jeep Thrills
1585,Jenga World Tour
1586,Jet Li: Rise to Honor
1587,Jewel Master: Cradle of Rome
1588,Jewel Quest II
1589,Jewel Quest: Expeditions
1590,Jikkyou Powerful Major League
1591,Jikkyou Powerful Pro Yakyuu 11
1592,Jikkyou Powerful Pro Yakyuu 12
1593,Jikkyou Powerful Pro Yakyuu 12 Ketteiban
1594,Jikkyou Powerful Pro Yakyuu 13
1595,Jikkyou Powerful Pro Yakyuu 13 Ketteiban
1596,Jikkyou Powerful Pro Yakyuu 14
1597,Jikkyou Powerful Pro Yakyuu 14 Ketteiban
1598,Jikkyou Powerful Pro Yakyuu 15
1599,Jikkyou Powerful Pro Yakyuu Portable
1600,Jikkyou Powerful Pro Yakyuu Portable 2
1601,Jikkyou Powerful Pro Yakyuu Portable 3
1602,Jikkyou Powerful Pro Yakyuu Wii
1603,Jikkyou Powerful Pro Yakyuu Wii Ketteiban
1604,Jillian Michaels' Fitness Ultimatum 2009
1605,Jinsei Game DS
1606,Jinsei Game Q DS: Shouwa no Dekigoto
1607,Jinsei Game Wii
1608,Jissen Pachinko Hisshouhou! CR Sakura Taisen
1609,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution
1610,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2
1611,Jissen Pachislot Hisshouhou! Hokuto no Ken DS
1612,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE
1613,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE
1614,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE
1615,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo
1616,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken
1617,J-League Pro Soccer Club o Tsukurou '04
1618,J-League Pro Soccer Club o Tsukurou! 5
1619,J-League Winning Eleven 10 + Europa League 06-07
1620,J-League Winning Eleven 2007: Club Championship
1621,J-League Winning Eleven 2008: Club Championship
1622,J-League Winning Eleven 9: Asia Championship
1623,John Deere: Harvest in the Heartland
1624,JoJo no Kimy? na B?ken Fantomu Buraddo
1625,Juggler DS
1626,Juiced
1627,Juiced 2: Hot Import Nights
1628,Juiced: Eliminator
1629,Jump Super Stars
1630,Jump Ultimate Stars
1631,Jumper: Griffin's Story
1632,Junior Brain Trainer
1633,Junjou Romanchika: Koi no Doki Doki Daisakusen
1634,Just Cause
1635,Justice League Heroes
1636,Justice League Heroes: The Flash
1637,Kabu Trader Shun
1638,Kabushiki Baibai Trainer: Kabutore!
1639,Kabushiki Baibai Trainer: Kabutore! Next
1640,Kaite Shabette Hajimeyou! Monster Farm DS
1641,Kaitou Rousseau
1642,Kamaitachi no Yoru 2: Tokubetsu Hen
1643,Kamaitachi no Yoru Ã— 3
1644,Kamen Rider Kabuto
1645,Kameo: Elements of Power
1646,Kamiwaza
1647,Kane & Lynch: Dead Men
1648,Kanji Sonomama DS Rakubiki Jiten
1649,Kanokon: Esuii
1650,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS
1651,Kanuchi: Shiroki Tsubasa no Shou
1652,Kao Challengers
1653,Kao the Kangaroo Round 2
1654,Karaoke Joysound Wii
1655,Karaoke Revolution
1656,Karaoke Revolution Party
1657,Karaoke Revolution Presents American Idol Encore
1658,Karaoke Revolution Presents American Idol Encore 2
1659,Karaoke Revolution Volume 2
1660,Karaoke Revolution Volume 3
1661,Katamari Damacy
1662,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns
1663,Katekyoo Hitman Reborn! Battle Arena
1664,Katekyoo Hitman Reborn! Dream Hyper Battle!
1665,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii
1666,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku
1667,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei
1668,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai
1669,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!
1670,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu
1671,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival
1672,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!
1673,Katekyoo Hitman Reborn! Kindan no Yami no Delta
1674,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!
1675,Kawasaki Jet Ski
1676,Kawasaki Quad Bikes
1677,Kawasaki Snowmobiles
1678,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2
1679,Kekkaishi: Karasumori Ayakashi Kidan
1680,Kekkaishi: Kokubourou no Kage
1681,Kekkaishi: Kokubourou Shuurai
1682,Kengo: Legend of The 9
1683,Kenka Bancho: Badass Rumble
1684,Kenka Banchou 2: Full Throttle
1685,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu
1686,Kenshuui Tendo Dokuta
